ID,length
g11988,24234
g11989,921
g1199,927
g11990,390
g11991,813
g11992,585
g11993,1623
g11994,933
g11995,2406
g11996,1425
g11997,534
g11998,1572
g11999,864
g12,447
g120,504
g1200,651
g12000,1797
g12001,300
g12002,432
g12003,3408
g12004,879
g12005,1047
g12006,429
g12007,291
g12008,963
g12009,405
g1201,1983
g12010,807
g12011,450
g12012,321
g12013,504
g12014,846
g12015,1920
g12016,1197
g12017,834
g12018,627
g12019,321
g1202,618
g12020,468
g12021,369
g12022,1137
g12023,1314
g12024,321
g12025,606
g12026,345
g12027,417
g12028,417
g12029,369
g1203,699
g12030,864
g12031,1272
g12032,2616
g12033,1272
g12034,519
g12035,2073
g12036,381
g12037,1095
g12038,1443
g12039,3681
g1204,1581
g12040,330
g12041,207
g12042,633
g12043,1515
g12044,1350
g12045,567
g12046,3174
g12047,813
g12048,471
g12049,582
g1205,477
g12050,333
g12051,681
g12052,525
g12053,312
g12054,1038
g12055,255
g12056,765
g12057,1278
g12058,1413
g12059,1071
g1206,864
g12060,2193
g12061,2358
g12062,363
g12063,354
g12064,378
g12065,1284
g12066,261
g12067,420
g12068,1776
g12069,1413
g1207,1683
g12070,477
g12071,837
g12072,249
g12073,3567
g12074,3366
g12075,1890
g12076,618
g12077,8487
g12078,354
g12079,411
g1208,2052
g12080,1650
g12081,459
g12082,2202
g12083,435
g12084,2409
g12085,1152
g12086,939
g12087,1380
g12088,921
g12089,981
g1209,2166
g12090,813
g12091,2085
g12092,1020
g12093,1389
g12094,609
g12095,1878
g12096,1470
g12097,333
g12098,954
g12099,501
g121,771
g1210,966
g12100,1410
g12101,456
g12102,234
g12103,747
g12104,621
g12105,381
g12106,444
g12107,276
g12108,1443
g12109,1281
g1211,366
g12110,1179
g12111,663
g12112,276
g12113,603
g12114,348
g12115,624
g12116,507
g12117,1674
g12118,480
g12119,276
g1212,2907
g12120,720
g12121,498
g12122,597
g12123,297
g12124,258
g12125,528
g12126,564
g12127,396
g12128,438
g12129,612
g1213,915
g12130,627
g12131,1245
g12132,336
g12133,429
g12134,693
g12135,234
g12136,222
g12137,1068
g12138,549
g12139,804
g1214,1746
g12140,564
g12141,357
g12142,1617
g12143,1635
g12144,624
g12145,1059
g12146,1665
g12147,768
g12148,1605
g12149,813
g1215,3018
g12150,1266
g12151,1152
g12152,801
g12153,270
g12154,1752
g12155,555
g12156,420
g12157,798
g12158,963
g12159,864
g1216,621
g12160,453
g12161,864
g12162,597
g12163,813
g12164,6567
g12165,732
g12166,2724
g12167,897
g12168,1791
g12169,420
g1217,606
g12170,393
g12171,426
g12172,2019
g12173,858
g12174,1011
g12175,369
g12176,603
g12177,774
g12178,1695
g12179,393
g1218,1074
g12180,792
g12181,354
g12182,582
g12183,942
g12184,378
g12185,837
g12186,465
g12187,1953
g12188,1209
g12189,5163
g1219,945
g12190,1518
g12191,279
g12192,543
g12193,612
g12194,765
g12195,465
g12196,444
g12197,666
g12198,327
g12199,624
g122,303
g1220,387
g12200,2538
g12201,447
g12202,1881
g12203,3768
g12204,267
g12205,1233
g12206,738
g12207,3084
g12208,984
g12209,2052
g1221,1350
g12210,879
g12211,3693
g12212,360
g12213,3549
g12214,6771
g12215,1275
g12216,567
g12217,1503
g12218,696
g12219,1911
g1222,837
g12220,945
g12221,396
g12222,540
g12223,1461
g12224,363
g12225,456
g12226,219
g12227,399
g12228,633
g12229,348
g1223,1014
g12230,378
g12231,5412
g12232,4956
g12233,651
g12234,480
g12235,1011
g12236,408
g12237,663
g12238,975
g12239,9654
g1224,366
g12240,504
g12241,375
g12242,795
g12243,261
g12244,636
g12245,2427
g12246,219
g12247,588
g12248,576
g12249,792
g1225,1029
g12250,468
g12251,555
g12252,804
g12253,609
g12254,7617
g12255,306
g12256,660
g12257,1050
g12258,579
g12259,8646
g1226,432
g12260,636
g12261,294
g12262,2163
g12263,465
g12264,546
g12265,2625
g12266,618
g12267,459
g12268,360
g12269,540
g1227,954
g12270,294
g12271,246
g12272,501
g12273,1998
g12274,792
g12275,1065
g12276,573
g12277,1290
g12278,288
g12279,285
g1228,2487
g12280,849
g12281,585
g12282,1260
g12283,504
g12284,642
g12285,600
g12286,336
g12287,891
g12288,846
g12289,1170
g1229,507
g12290,750
g12291,1035
g12292,345
g12293,234
g12294,516
g12295,969
g12296,603
g12297,654
g12298,357
g12299,573
g123,294
g1230,1815
g12300,585
g12301,555
g12302,1851
g12303,774
g12304,1386
g12305,1587
g12306,204
g12307,252
g12308,750
g12309,390
g1231,5430
g12310,906
g12311,576
g12312,594
g12313,327
g12314,552
g12315,774
g12316,1587
g12317,975
g12318,1050
g12319,2901
g1232,4053
g12320,555
g12321,414
g12322,828
g12323,354
g12324,2034
g12325,393
g12326,2385
g12327,375
g12328,1176
g12329,726
g1233,585
g12330,387
g12331,1533
g12332,1581
g12333,1977
g12334,1092
g12335,897
g12336,1254
g12337,444
g12338,294
g12339,1206
g1234,375
g12340,1629
g12341,3498
g12342,1419
g12343,915
g12344,927
g12345,213
g12346,915
g12347,615
g12348,1389
g12349,213
g1235,474
g12350,2400
g12351,369
g12352,477
g12353,342
g12354,477
g12355,6846
g12356,2592
g12357,1056
g12358,660
g12359,1197
g1236,621
g12360,474
g12361,279
g12362,1290
g12363,549
g12364,1500
g12365,261
g12366,591
g12367,381
g12368,1893
g12369,393
g1237,1179
g12370,423
g12371,1200
g12372,1047
g12373,891
g12374,1647
g12375,1236
g12376,612
g12377,201
g12378,1011
g12379,1149
g1238,615
g12380,2268
g12381,720
g12382,1224
g12383,1368
g12384,588
g12385,591
g12386,342
g12387,447
g12388,615
g12389,354
g1239,2649
g12390,591
g12391,483
g12392,912
g12393,1470
g12394,393
g12395,2175
g12396,492
g12397,381
g12398,1122
g12399,2610
g124,447
g1240,1968
g12400,1749
g12401,2589
g12402,726
g12403,582
g12404,1011
g12405,558
g12406,2184
g12407,213
g12408,1488
g12409,1326
g1241,252
g12410,642
g12411,4611
g12412,1710
g12413,1704
g12414,210
g12415,693
g12416,336
g12417,2031
g12418,1035
g12419,591
g1242,1203
g12420,606
g12421,1431
g12422,348
g12423,822
g12424,306
g12425,450
g12426,336
g12427,402
g12428,1347
g12429,498
g1243,480
g12430,291
g12431,861
g12432,669
g12433,1113
g12434,1467
g12435,354
g12436,297
g12437,1053
g12438,273
g12439,483
g1244,537
g12440,2742
g12441,1230
g12442,1389
g12443,330
g12444,786
g12445,1632
g12446,891
g12447,1857
g12448,918
g12449,732
g1245,324
g12450,411
g12451,699
g12452,408
g12453,3246
g12454,678
g12455,594
g12456,1323
g12457,459
g12458,1539
g12459,1611
g1246,1536
g12460,1131
g12461,1053
g12462,441
g12463,5532
g12464,1146
g12465,1425
g12466,477
g12467,855
g12468,4359
g12469,702
g1247,1218
g12470,312
g12471,1749
g12472,1218
g12473,264
g12474,552
g12475,1200
g12476,543
g12477,600
g12478,780
g12479,348
g1248,1098
g12480,711
g12481,1035
g12482,2139
g12483,555
g12484,414
g12485,285
g12486,999
g12487,375
g12488,441
g12489,1536
g1249,240
g12490,1074
g12491,921
g12492,2229
g12493,381
g12494,945
g12495,1863
g12496,513
g12497,747
g12498,1206
g12499,657
g125,381
g1250,582
g12500,537
g12501,333
g12502,381
g12503,2589
g12504,318
g12505,405
g12506,1548
g12507,792
g12508,237
g12509,1047
g1251,1200
g12510,891
g12511,1176
g12512,348
g12513,297
g12514,372
g12515,267
g12516,1119
g12517,1815
g12518,1683
g12519,636
g1252,693
g12520,657
g12521,1770
g12522,378
g12523,444
g12524,483
g12525,420
g12526,1134
g12527,354
g12528,414
g12529,1296
g1253,2124
g12530,345
g12531,1038
g12532,5535
g12533,912
g12534,2331
g12535,1041
g12536,477
g12537,1458
g12538,582
g12539,378
g1254,762
g12540,1506
g12541,5175
g12542,612
g12543,966
g12544,846
g12545,264
g12546,1380
g12547,480
g12548,354
g12549,2127
g1255,984
g12550,543
g12551,387
g12552,1182
g12553,651
g12554,690
g12555,1008
g12556,2070
g12557,408
g12558,357
g12559,330
g1256,1272
g12560,288
g12561,789
g12562,1332
g12563,456
g12564,3654
g12565,993
g12566,1617
g12567,954
g12568,561
g12569,2853
g1257,621
g12570,231
g12571,867
g12572,393
g12573,354
g12574,1284
g12575,534
g12576,618
g12577,1854
g12578,1794
g12579,1650
g1258,999
g12580,804
g12581,2880
g12582,6141
g12583,4893
g12584,3639
g12585,3549
g12586,849
g12587,711
g12588,531
g12589,258
g1259,1137
g12590,279
g12591,1293
g12592,7620
g12593,1587
g12594,1095
g12595,1092
g12596,342
g12597,276
g12598,297
g12599,1218
g126,2169
g1260,879
g12600,399
g12601,1911
g12602,618
g12603,669
g12604,2391
g12605,261
g12606,291
g12607,888
g12608,354
g12609,516
g1261,384
g12610,636
g12611,1041
g12612,771
g12613,420
g12614,3780
g12615,774
g12616,462
g12617,924
g12618,417
g12619,639
g1262,1719
g12620,1125
g12621,741
g12622,585
g12623,861
g12624,654
g12625,1398
g12626,780
g12627,303
g12628,927
g12629,396
g1263,615
g12630,288
g12631,2451
g12632,882
g12633,429
g12634,486
g12635,297
g12636,249
g12637,2037
g12638,1485
g12639,1731
g1264,2646
g12640,204
g12641,399
g12642,261
g12643,867
g12644,1209
g12645,207
g12646,1749
g12647,1260
g12648,1848
g12649,960
g1265,1185
g12650,681
g12651,465
g12652,324
g12653,1080
g12654,738
g12655,1089
g12656,1158
g12657,1785
g12658,399
g12659,933
g1266,900
g12660,777
g12661,261
g12662,303
g12663,390
g12664,537
g12665,378
g12666,357
g12667,300
g12668,333
g12669,921
g1267,393
g12670,687
g12671,1620
g12672,471
g12673,369
g12674,1194
g12675,255
g12676,591
g12677,414
g12678,276
g12679,867
g1268,570
g12680,528
g12681,582
g12682,1962
g12683,507
g12684,372
g12685,1458
g12686,444
g12687,906
g12688,1077
g12689,1074
g1269,4740
g12690,882
g12691,540
g12692,663
g12693,570
g12694,1053
g12695,1185
g12696,945
g12697,354
g12698,1092
g12699,1062
g127,306
g1270,1566
g12700,582
g12701,300
g12702,345
g12703,23730
g12704,2145
g12705,735
g12706,1107
g12707,759
g12708,561
g12709,216
g1271,570
g12710,774
g12711,219
g12712,1167
g12713,246
g12714,489
g12715,996
g12716,735
g12717,690
g12718,267
g12719,531
g1272,645
g12720,450
g12721,471
g12722,2916
g12723,1107
g12724,4851
g12725,567
g12726,450
g12727,291
g12728,486
g12729,249
g1273,1905
g12730,699
g12731,1758
g12732,1059
g12733,1173
g12734,1653
g12735,480
g12736,582
g12737,636
g12738,1434
g12739,924
g1274,693
g12740,648
g12741,888
g12742,222
g12743,519
g12744,1512
g12745,594
g12746,2259
g12747,1824
g12748,573
g12749,3282
g1275,2016
g12750,276
g12751,480
g12752,276
g12753,831
g12754,546
g12755,798
g12756,687
g12757,303
g12758,648
g12759,1269
g1276,1878
g12760,249
g12761,369
g12762,1803
g12763,333
g12764,12174
g12765,231
g12766,303
g12767,495
g12768,1002
g12769,795
g1277,306
g12770,1368
g12771,891
g12772,660
g12773,828
g12774,207
g12775,471
g12776,1008
g12777,2784
g12778,1317
g12779,2721
g1278,591
g12780,477
g12781,543
g12782,1104
g12783,657
g12784,306
g12785,858
g12786,1518
g12787,951
g12788,1563
g12789,1011
g1279,450
g12790,1059
g12791,507
g12792,573
g12793,777
g12794,534
g12795,1842
g12796,2586
g12797,501
g12798,1563
g12799,315
g128,456
g1280,291
g12800,306
g12801,408
g12802,297
g12803,1365
g12804,873
g12805,318
g12806,789
g12807,711
g12808,363
g12809,1029
g1281,687
g12810,3099
g12811,888
g12812,648
g12813,540
g12814,972
g12815,1056
g12816,489
g12817,378
g12818,1587
g12819,366
g1282,1251
g12820,2175
g12821,435
g12822,1254
g12823,756
g12824,375
g12825,621
g12826,459
g12827,345
g12828,987
g12829,1449
g1283,243
g12830,5175
g12831,309
g12832,516
g12833,543
g12834,522
g12835,504
g12836,687
g12837,456
g12838,336
g12839,327
g1284,2367
g12840,330
g12841,1191
g12842,345
g12843,1134
g12844,801
g12845,1023
g12846,732
g12847,720
g12848,555
g12849,519
g1285,372
g12850,825
g12851,516
g12852,513
g12853,417
g12854,1227
g12855,675
g12856,1572
g12857,825
g12858,291
g12859,621
g1286,657
g12860,390
g12861,765
g12862,1857
g12863,939
g12864,357
g12865,270
g12866,375
g12867,387
g12868,1134
g12869,1548
g1287,513
g12870,693
g12871,1653
g12872,987
g12873,681
g12874,546
g12875,1959
g12876,807
g12877,3597
g12878,2814
g12879,366
g1288,1104
g12880,1311
g12881,1575
g12882,456
g12883,543
g12884,519
g12885,1545
g12886,267
g12887,444
g12888,2118
g12889,201
g1289,1392
g12890,1776
g12891,726
g12892,9771
g12893,1335
g12894,672
g12895,846
g12896,14751
g12897,201
g12898,3150
g12899,483
g129,453
g1290,1443
g12900,450
g12901,1308
g12902,489
g12903,279
g12904,1212
g12905,624
g12906,1374
g12907,621
g12908,732
g12909,1575
g1291,429
g12910,1017
g12911,570
g12912,819
g12913,555
g12914,1119
g12915,1629
g12916,387
g12917,264
g12918,384
g12919,1119
g1292,303
g12920,558
g12921,459
g12922,369
g12923,996
g12924,237
g12925,762
g12926,657
g12927,825
g12928,342
g12929,375
g1293,687
g12930,444
g12931,432
g12932,528
g12933,597
g12934,501
g12935,762
g12936,1062
g12937,1344
g12938,378
g12939,1677
g1294,588
g12940,1398
g12941,1452
g12942,822
g12943,1815
g12944,2112
g12945,468
g12946,5511
g12947,1548
g12948,2094
g12949,1011
g1295,420
g12950,537
g12951,1080
g12952,1071
g12953,336
g12954,360
g12955,1419
g12956,303
g12957,618
g12958,1191
g12959,942
g1296,471
g12960,1380
g12961,1461
g12962,609
g12963,561
g12964,450
g12965,1278
g12966,1161
g12967,2478
g12968,315
g12969,492
g1297,210
g12970,11856
g12971,381
g12972,588
g12973,780
g12974,954
g12975,300
g12976,345
g12977,516
g12978,612
g12979,1107
g1298,300
g12980,387
g12981,2211
g12982,1293
g12983,537
g12984,894
g12985,453
g12986,1479
g12987,285
g12988,750
g12989,1713
g1299,603
g12990,1488
g12991,5004
g12992,951
g12993,423
g12994,807
g12995,204
g12996,867
g12997,1380
g12998,1611
g12999,450
g13,4095
g130,1068
g1300,462
g13000,309
g13001,1254
g13002,234
g13003,357
g13004,744
g13005,360
g13006,654
g13007,1338
g13008,1935
g13009,642
g1301,399
g13010,327
g13011,264
g13012,582
g13013,393
g13014,804
g13015,1038
g13016,1875
g13017,1257
g13018,234
g13019,603
g1302,519
g13020,492
g13021,1416
g13022,570
g13023,369
g13024,669
g13025,1347
g13026,594
g13027,312
g13028,279
g13029,2718
g1303,876
g13030,1941
g13031,459
g13032,1347
g13033,681
g13034,1176
g13035,765
g13036,306
g13037,1026
g13038,606
g13039,339
g1304,501
g13040,3093
g13041,1113
g13042,2025
g13043,627
g13044,543
g13045,465
g13046,1215
g13047,222
g13048,309
g13049,219
g1305,2817
g13050,783
g13051,771
g13052,1821
g13053,282
g13054,1164
g13055,603
g13056,1065
g13057,855
g13058,573
g13059,981
g1306,1098
g13060,927
g13061,513
g13062,648
g13063,1593
g13064,2022
g13065,1050
g13066,855
g13067,345
g13068,1962
g13069,579
g1307,360
g13070,543
g13071,261
g13072,246
g13073,1323
g13074,783
g13075,486
g13076,225
g13077,828
g13078,810
g13079,297
g1308,525
g13080,420
g13081,327
g13082,273
g13083,906
g13084,636
g13085,291
g13086,660
g13087,756
g13088,663
g13089,597
g1309,891
g13090,2355
g13091,1143
g13092,354
g13093,384
g13094,1341
g13095,1707
g13096,369
g13097,510
g13098,690
g13099,1365
g131,474
g1310,477
g13100,234
g13101,333
g13102,429
g13103,2346
g13104,456
g13105,420
g13106,432
g13107,1077
g13108,1599
g13109,885
g1311,1191
g13110,321
g13111,303
g13112,1218
g13113,561
g13114,420
g13115,1359
g13116,378
g13117,588
g13118,576
g13119,225
g1312,1008
g13120,594
g13121,408
g13122,633
g13123,711
g13124,1002
g13125,405
g13126,726
g13127,429
g13128,363
g13129,396
g1313,741
g13130,1941
g13131,522
g13132,639
g13133,696
g13134,1134
g13135,2976
g13136,714
g13137,4239
g13138,969
g13139,573
g1314,1773
g13140,1227
g13141,2208
g13142,1905
g13143,2310
g13144,1404
g13145,1245
g13146,816
g13147,963
g13148,1254
g13149,984
g1315,1044
g13150,627
g13151,930
g13152,771
g13153,1878
g13154,6042
g13155,3171
g13156,1407
g13157,1593
g13158,2421
g13159,237
g1316,1710
g13160,285
g13161,624
g13162,318
g13163,450
g13164,1293
g13165,1332
g13166,1062
g13167,378
g13168,318
g13169,459
g1317,219
g13170,744
g13171,276
g13172,1158
g13173,309
g13174,1047
g13175,6477
g13176,735
g13177,252
g13178,450
g13179,1323
g1318,390
g13180,1281
g13181,2661
g13182,2454
g13183,393
g13184,6183
g13185,801
g13186,327
g13187,306
g13188,1320
g13189,975
g1319,231
g13190,930
g13191,723
g13192,432
g13193,1515
g13194,1122
g13195,1638
g13196,333
g13197,420
g13198,1005
g13199,309
g132,1965
g1320,2376
g13200,1869
g13201,825
g13202,519
g13203,450
g13204,702
g13205,750
g13206,516
g13207,1707
g13208,261
g13209,840
g1321,828
g13210,366
g13211,963
g13212,2685
g13213,249
g13214,852
g13215,381
g13216,5346
g13217,387
g13218,912
g13219,282
g1322,324
g13220,321
g13221,333
g13222,324
g13223,1314
g13224,1275
g13225,1488
g13226,1932
g13227,264
g13228,1380
g13229,771
g1323,1713
g13230,2520
g13231,318
g13232,1704
g13233,420
g13234,573
g13235,957
g13236,1596
g13237,1167
g13238,1539
g13239,603
g1324,768
g13240,594
g13241,1584
g13242,1425
g13243,4236
g13244,3555
g13245,720
g13246,432
g13247,429
g13248,582
g13249,894
g1325,300
g13250,423
g13251,345
g13252,360
g13253,366
g13254,366
g13255,552
g13256,345
g13257,600
g13258,342
g13259,423
g1326,306
g13260,447
g13261,645
g13262,879
g13263,297
g13264,1143
g13265,264
g13266,714
g13267,366
g13268,684
g13269,789
g1327,1263
g13270,678
g13271,1125
g13272,5580
g13273,357
g13274,360
g13275,237
g13276,621
g13277,258
g13278,426
g13279,1224
g1328,1413
g13280,366
g13281,279
g13282,465
g13283,357
g13284,462
g13285,966
g13286,816
g13287,1026
g13288,366
g13289,642
g1329,429
g13290,717
g13291,816
g13292,750
g13293,1656
g13294,459
g13295,345
g13296,234
g13297,801
g13298,291
g13299,1044
g133,459
g1330,459
g13300,1341
g13301,1254
g13302,1848
g13303,399
g13304,666
g13305,2787
g13306,540
g13307,2646
g13308,282
